mode,load,0_vgg13-32,1_densenet169-32,2_mobilenet_v3_small-16
mps-uncap,1.0,28.22113037109375,132.13014602661133,42.06657409667969
mig,1.0,39.334774017333984,72.8616714477539,11.833429336547852
