mode,load,0_vgg13-32,1_densenet169-32,2_mobilenet_v3_small-16
mps-uncap,1.0,1572.7690473832938,287.83330656739116,705.9034332278486
mig,1.0,898.8328054381828,465.6218795820103,3819.1935145750044
