mode,load,0_efficientnet_b6-8,1_efficientnet_b7-4,2_squeezenet1_1-8
mps-uncap,0.8,21.674485206604004,30.804433822631836,5.0350666046142525
mps-uncap,0.9,24.40323829650879,26.081621646881104,4.863090515136719
mps-uncap,1.0,21.43688440322876,30.593564510345455,4.9632930755615225
mps-uncap,0.5,21.340055465698246,29.74064350128174,5.098104476928711
mps-uncap,0.6,21.33645534515381,31.08441352844238,5.3501176834106445
mps-uncap,0.7,21.568183898925774,31.319711208343502,5.253515243530273
mps-uncap,0.1,32.667293548583984,39.109065532684326,4.765453338623047
mps-uncap,0.2,31.55972480773926,34.25449371337889,4.974689483642569
mps-uncap,0.3,26.727724075317386,29.131770133972168,5.114145278930664
mps-uncap,0.4,21.73055648803711,29.533267021179192,5.193281173706057
