mode,load,0_efficientnet_b6-8,1_efficientnet_b7-4,2_squeezenet1_1-8
mps-uncap,0.8,150.51444292068476,305.85814476013195,63.41443061828608
mps-uncap,0.9,1750.7778549194338,326.49821043014526,308.5222816467284
mps-uncap,1.0,3192.533144950867,6739.477117061615,7087.098712921143
mps-uncap,0.5,53.658418655395515,88.80786895751959,9.675896167755143
mps-uncap,0.6,73.67066860198987,98.00833702087398,13.852233886718752
mps-uncap,0.7,115.82610607147214,104.26414251327495,23.730335235595707
mps-uncap,0.1,29.53193664550782,20.897119045257583,4.336457252502432
mps-uncap,0.2,21.729912757873542,26.507585048675526,6.7849731445312464
mps-uncap,0.3,34.079647064208984,41.10105991363522,7.241840362548826
mps-uncap,0.4,37.74756431579588,42.45825529098511,8.644938468933114
