mode,load,0_efficientnet_b6-8,1_efficientnet_b7-4,2_squeezenet1_1-8
mps-uncap,0.8,34.20090675354004,43.242454528808594,13.476133346557617
mps-uncap,0.9,35.8579158782959,35.48383712768555,15.007495880126953
mps-uncap,1.0,31.32152557373047,40.1608943939209,16.210079193115234
mps-uncap,0.5,31.908512115478516,41.39447212219238,17.066001892089844
mps-uncap,0.6,23.079395294189453,32.87196159362793,15.116691589355469
mps-uncap,0.7,22.762537002563477,32.43207931518555,11.747360229492188
mps-uncap,0.1,36.79394721984863,44.068098068237305,13.602256774902344
mps-uncap,0.2,31.96120262145996,36.609649658203125,17.01641082763672
mps-uncap,0.3,31.162261962890625,33.01405906677246,8.181095123291016
mps-uncap,0.4,26.543855667114258,32.41157531738281,17.247915267944336
