mode,load,0_efficientnet_b6-8,1_efficientnet_b7-4,2_squeezenet1_1-8
mps-uncap,0.8,17.241954803466797,20.965576171875,1.7004013061523438
mps-uncap,0.9,17.30513572692871,20.984411239624023,1.7132759094238281
mps-uncap,1.0,17.905473709106445,21.327733993530273,1.7392635345458984
mps-uncap,0.5,17.032623291015625,20.5991268157959,1.6982555389404297
mps-uncap,0.6,17.36760139465332,20.949363708496094,1.7199516296386719
mps-uncap,0.7,17.43602752685547,20.82228660583496,1.6970634460449219
mps-uncap,0.1,17.227649688720703,21.2709903717041,1.7652511596679688
mps-uncap,0.2,17.166614532470703,21.35753631591797,1.7542839050292969
mps-uncap,0.3,17.305612564086914,21.24619483947754,1.7321109771728516
mps-uncap,0.4,17.287015914916992,21.008729934692383,1.7018318176269531
