mode,load,0_efficientnet_b6-8,1_efficientnet_b7-4,2_squeezenet1_1-8
mps-uncap,0.8,207.24034309387207,446.136474609375,109.43365097045898
mps-uncap,0.9,1817.8346157073975,409.28125381469727,339.19548988342285
mps-uncap,1.0,3334.0494632720947,6828.007698059082,7239.7894859313965
mps-uncap,0.5,98.22654724121094,187.35289573669434,20.66349983215332
mps-uncap,0.6,128.56435775756836,187.30711936950684,37.215471267700195
mps-uncap,0.7,176.2697696685791,171.6909408569336,50.48251152038574
mps-uncap,0.1,56.789398193359375,53.21931838989258,13.642311096191406
mps-uncap,0.2,48.17819595336914,78.69529724121094,18.935203552246094
mps-uncap,0.3,61.87295913696289,77.90064811706543,16.645431518554688
mps-uncap,0.4,74.67222213745117,94.77472305297852,25.313615798950195
