mode,load,0_efficientnet_b6-8,1_efficientnet_b7-4,2_squeezenet1_1-8
mps-uncap,0.8,169.03105735778806,330.48832893371593,66.06824398040749
mps-uncap,0.9,1773.4451484680176,351.1166572570801,311.88679695129366
mps-uncap,1.0,3212.8752422332764,6767.961370944977,7090.724792480469
mps-uncap,0.5,72.13918685913086,111.84558868408205,12.627005577087408
mps-uncap,0.6,91.65238380432139,124.3913459777831,17.381200790405277
mps-uncap,0.7,133.58613014221189,128.74155044555638,26.800451278686527
mps-uncap,0.1,50.697393417358406,44.067401885986335,8.240180015563961
mps-uncap,0.2,40.002908706665046,49.650058746337876,10.661897659301749
mps-uncap,0.3,51.818609237670906,63.16530227661129,10.707435607910151
mps-uncap,0.4,56.004667282104464,64.84725713729857,12.264430522918719
