mode,load,0_efficientnet_b6-8,1_efficientnet_b7-4,2_squeezenet1_1-8
mps-uncap,0.8,17.312049865722656,21.20184898376465,1.7247200012207031
mps-uncap,0.9,17.75336265563965,21.207571029663086,1.7364025115966797
mps-uncap,1.0,18.828630447387695,23.343563079833984,2.0568370819091797
mps-uncap,0.5,17.120838165283203,20.794153213500977,1.7192363739013672
mps-uncap,0.6,17.47870445251465,21.035432815551758,1.7452239990234375
mps-uncap,0.7,17.510175704956055,20.958900451660156,1.7235279083251953
mps-uncap,0.1,18.00060272216797,21.51966094970703,2.058744430541992
mps-uncap,0.2,17.246484756469727,21.488189697265625,1.9609928131103516
mps-uncap,0.3,17.5015926361084,21.372556686401367,1.7554759979248047
mps-uncap,0.4,17.39668846130371,21.237850189208984,1.7275810241699219
