mode,load,0_alexnet-2,1_densenet161-32,2_mobilenet_v2-32,3_squeezenet1_0-32
mps-uncap,1.0,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625
