mode,load,0_mobilenet_v3_large-8,1_efficientnet_b5-4,2_inception_v3-4
mps-uncap,1.0,1579.1930954653515,253.16682952410812,443.36918885467696
mig,1.0,1629.9695191178994,255.84687328131605,457.885041554805
