mode,load,0_mobilenet_v3_large-8,1_efficientnet_b5-4,2_inception_v3-4
mps-uncap,1.0,5.198478698730469,16.354775428771973,9.586572647094727
mig,1.0,5.040645599365234,16.027045249938965,8.97524356842041
