mode,load,0_mobilenet_v3_large-8,1_efficientnet_b5-4,2_inception_v3-4
mps-uncap,1.0,4.931926727294922,15.291452407836914,8.575201034545898
mig,1.0,4.80961799621582,15.347480773925781,8.556127548217773
