mode,load,0_densenet201-32,1_efficientnet_b6-8,2_mobilenet_v2-32,3_mobilenet_v3_small-16
mps-uncap,1.0,0.0,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625
