mode,load,0_densenet161-32,1_resnet50-2,2_vgg19-16
mps-uncap,0.8,96.8949556350708,21.47197723388672,16.220855712890625
mps-uncap,0.9,96.43030166625977,25.039339065551758,18.297338485717773
mps-uncap,1.0,97.37992286682129,28.247642517089844,19.85273361206055
mps-uncap,0.5,62.32037544250488,13.13638687133791,14.506340026855469
mps-uncap,0.6,81.67512416839601,18.135786056518555,15.480995178222656
mps-uncap,0.7,92.58913993835449,19.872665405273438,15.94228744506836
mps-uncap,0.1,35.36930084228516,7.184743881225586,10.801315307617188
mps-uncap,0.2,41.990041732788086,9.969568252563475,11.29598617553711
mps-uncap,0.3,49.48017597198486,11.313295364379885,12.685918807983398
mps-uncap,0.4,57.99949169158936,12.27383613586426,13.940691947937012
