mode,load,0_densenet161-32,1_resnet50-2,2_vgg19-16
mps-uncap,0.8,0.019311904907226562,0.010967254638671875,0.011444091796875
mps-uncap,0.9,0.016689300537109375,0.009059906005859375,0.01049041748046875
mps-uncap,1.0,0.020265579223632812,0.012159347534179688,0.010728836059570312
mps-uncap,0.5,0.0152587890625,0.011682510375976562,0.011205673217773438
mps-uncap,0.6,0.015735626220703125,0.011205673217773438,0.011444091796875
mps-uncap,0.7,0.017404556274414062,0.010967254638671875,0.011444091796875
mps-uncap,0.1,0.02574920654296875,0.019788742065429688,0.013828277587890625
mps-uncap,0.2,0.017881393432617188,0.010967254638671875,0.012874603271484375
mps-uncap,0.3,0.01621246337890625,0.011682510375976562,0.010967254638671875
mps-uncap,0.4,0.015497207641601562,0.011205673217773438,0.010967254638671875
