mode,load,0_densenet161-2,1_efficientnet_b7-4,2_vgg19-16
mps-uncap,0.8,31.526634009579492,47.89254714645864,988.4903642710779
mps-uncap,0.9,32.769781529257386,57.76502040765233,1099.9032801720048
mps-uncap,1.0,38.27032202000376,60.289481538209486,1215.4988381108112
mps-uncap,0.5,19.781328187222456,31.57178591557165,614.7208307276222
mps-uncap,0.6,23.26294850993026,34.44894439406796,722.1398057283244
mps-uncap,0.7,25.948817125792964,42.52546215071697,909.688850274951
mps-uncap,0.1,3.4254746862138035,6.970966601329049,128.94491921028586
mps-uncap,0.2,7.748596518994669,13.19355600069552,240.72057143022383
mps-uncap,0.3,10.200962479832976,18.374027822156414,358.3533699681753
mps-uncap,0.4,15.72902507490581,25.817203309442196,506.7849464371581
