mode,load,0_efficientnet_b5-32,1_resnet101-8,2_resnet50-16
mps-uncap,0.8,50.878286361694336,37.43047714233399,23.60067367553711
mps-uncap,0.9,55.37986755371094,37.629032135009766,23.815512657165527
mps-uncap,1.0,52.060842514038086,38.56911659240723,24.666595458984375
mps-uncap,0.5,46.61703109741211,26.54433250427246,19.761037826538097
mps-uncap,0.6,49.33509826660157,29.21080589294434,21.114587783813477
mps-uncap,0.7,50.209975242614746,35.94417572021485,22.69289493560791
mps-uncap,0.1,47.12958335876465,22.765564918518066,12.69116401672363
mps-uncap,0.2,41.68436527252197,21.897077560424805,14.734268188476562
mps-uncap,0.3,41.83542728424072,23.856282234191895,16.730499267578125
mps-uncap,0.4,44.74773406982422,25.33864974975586,18.82364749908447
