mode,load,0_resnet101-4,1_resnet101-4,2_vgg11-16
mps-uncap,0.8,149.13582801818848,188.0362033843994,154.40797805786133
mps-uncap,0.9,679.3656349182129,278.72633934020996,523.5109329223633
mps-uncap,1.0,1494.6200847625732,587.0716571807861,6891.711711883545
mps-uncap,0.5,86.53664588928223,46.3714599609375,54.880380630493164
mps-uncap,0.6,81.51817321777344,57.504892349243164,49.11327362060547
mps-uncap,0.7,104.66217994689941,137.603759765625,81.85768127441406
mps-uncap,0.1,19.35434341430664,18.270254135131836,14.245748519897461
mps-uncap,0.2,39.261817932128906,39.6883487701416,23.407697677612305
mps-uncap,0.3,35.8891487121582,26.57294273376465,21.02351188659668
mps-uncap,0.4,41.1989688873291,43.81608963012695,26.108503341674805
