mode,load,0_resnet101-4,1_resnet101-4,2_vgg11-16
mps-uncap,0.8,8.907794952392578,9.017229080200195,6.009578704833984
mps-uncap,0.9,8.922338485717773,9.124517440795898,6.0405731201171875
mps-uncap,1.0,14.42265510559082,13.602972030639648,6.863594055175781
mps-uncap,0.5,8.96310806274414,8.741378784179688,5.836009979248047
mps-uncap,0.6,8.825302124023438,8.933544158935547,5.8917999267578125
mps-uncap,0.7,9.155035018920898,9.033918380737305,5.907297134399414
mps-uncap,0.1,9.055376052856445,9.343862533569336,5.997180938720703
mps-uncap,0.2,9.443044662475586,9.534597396850586,5.98454475402832
mps-uncap,0.3,9.193658828735352,8.89277458190918,5.9947967529296875
mps-uncap,0.4,8.93855094909668,8.805513381958008,5.83958625793457
