mode,load,0_alexnet-16,1_mobilenet_v3_small-2,2_resnet152-2
mps-uncap,0.8,1.41143798828125,2.3796558380126953,7.264614105224609
mps-uncap,0.9,1.4183521270751953,2.322673797607422,7.40504264831543
mps-uncap,1.0,1.4464855194091797,2.3870468139648438,7.645368576049805
mps-uncap,0.5,1.4157295227050781,2.337932586669922,7.378816604614258
mps-uncap,0.6,1.3926029205322266,2.3043155670166016,7.492780685424805
mps-uncap,0.7,1.415252685546875,2.3365020751953125,7.328271865844727
mps-uncap,0.1,1.4026165008544922,2.360105514526367,7.603168487548828
mps-uncap,0.2,1.428365707397461,2.3016929626464844,7.465362548828125
mps-uncap,0.3,1.3959407806396484,2.338886260986328,7.383823394775391
mps-uncap,0.4,1.4297962188720703,2.3686885833740234,7.519721984863281
