mode,load,0_alexnet-16,1_mobilenet_v3_small-2,2_resnet152-2
mps-uncap,0.8,1.6512870788574219,2.5243759155273438,10.231733322143555
mps-uncap,0.9,1.692056655883789,2.504110336303711,11.321544647216797
mps-uncap,1.0,1.6865730285644531,2.6645660400390625,11.746406555175781
mps-uncap,0.5,1.554250717163086,2.518892288208008,9.230613708496094
mps-uncap,0.6,1.5108585357666016,2.4695396423339844,9.031534194946289
mps-uncap,0.7,1.5881061553955078,2.509593963623047,9.28950309753418
mps-uncap,0.1,1.470327377319336,5.928516387939453,17.85135269165039
mps-uncap,0.2,1.5130043029785156,5.577445030212402,13.645529747009277
mps-uncap,0.3,1.4758110046386719,3.941774368286133,12.281537055969238
mps-uncap,0.4,1.531839370727539,3.8433074951171875,11.409521102905273
