mode,load,0_alexnet-16,1_mobilenet_v3_small-2,2_resnet152-2
mps-uncap,0.8,1.7709732055664062,2.6993751525878906,11.734890937805176
mps-uncap,0.9,1.7971992492675781,2.6692628860473633,12.036991119384766
mps-uncap,1.0,1.7843246459960938,2.8588294982910156,12.13383674621582
mps-uncap,0.5,1.7287731170654297,3.945589065551758,12.678766250610355
mps-uncap,0.6,1.6531944274902344,3.0853748321533203,11.688661575317381
mps-uncap,0.7,1.7216205596923828,2.784252166748047,11.411571502685549
mps-uncap,0.1,1.540946960449219,6.5804243087768555,19.980907440185547
mps-uncap,0.2,1.6455411911010744,6.257057189941406,18.65520477294922
mps-uncap,0.3,1.6093254089355469,5.942106246948242,15.310597419738768
mps-uncap,0.4,1.7027854919433594,4.28781509399414,13.73300552368164
