mode,load,0_alexnet-16,1_mobilenet_v3_small-2,2_resnet152-2
mps-uncap,0.8,9.161710739135742,11.05985641479492,40.143680572509815
mps-uncap,0.9,20.362377166748047,17.78972148895264,94.59500312805177
mps-uncap,1.0,303.83844375610346,76.16734504699706,2358.3353757858276
mps-uncap,0.5,3.6119937896728516,8.234262466430668,21.914625167846683
mps-uncap,0.6,4.264092445373535,7.384300231933594,21.409273147583004
mps-uncap,0.7,5.730509757995606,9.497618675231934,27.188444137573242
mps-uncap,0.1,1.650238037109375,9.559869766235352,23.12636375427246
mps-uncap,0.2,2.2923946380615234,11.589694023132326,24.18825626373291
mps-uncap,0.3,2.5493144989013676,10.54086685180664,23.022437095642086
mps-uncap,0.4,3.048372268676758,9.49437618255615,22.564029693603526
