mode,load,0_alexnet-16,1_mobilenet_v3_small-2,2_resnet152-2
mps-uncap,0.8,1.394510269165039,2.3300647735595703,7.149457931518555
mps-uncap,0.9,1.4026165008544922,2.2792816162109375,7.28917121887207
mps-uncap,1.0,1.4350414276123047,2.3195743560791016,7.590532302856445
mps-uncap,0.5,1.4057159423828125,2.293825149536133,7.193565368652344
mps-uncap,0.6,1.3747215270996094,2.2537708282470703,7.38072395324707
mps-uncap,0.7,1.4047622680664062,2.297639846801758,7.27081298828125
mps-uncap,0.1,1.390218734741211,2.3407936096191406,7.475852966308594
mps-uncap,0.2,1.4100074768066406,2.279996871948242,7.380008697509766
mps-uncap,0.3,1.386404037475586,2.309083938598633,7.3566436767578125
mps-uncap,0.4,1.4159679412841797,2.3288726806640625,7.4863433837890625
