mode,load,0_alexnet-16,1_mobilenet_v3_small-2,2_resnet152-2
mps-uncap,0.8,3.0465126037597656,4.216909408569336,13.935089111328125
mps-uncap,0.9,2.967357635498047,4.165887832641602,14.231443405151367
mps-uncap,1.0,2.9158592224121094,3.9980411529541016,13.694047927856445
mps-uncap,0.5,2.4526119232177734,6.018400192260742,17.416954040527344
mps-uncap,0.6,2.8536319732666016,6.013393402099609,14.41335678100586
mps-uncap,0.7,2.7723312377929688,4.517793655395508,13.847112655639648
mps-uncap,0.1,1.9040107727050781,7.44318962097168,21.51203155517578
mps-uncap,0.2,1.94549560546875,8.883237838745117,21.561861038208008
mps-uncap,0.3,2.684354782104492,7.177114486694336,21.12293243408203
mps-uncap,0.4,2.717733383178711,6.871461868286133,20.326852798461914
