mode,load,0_inception_v3-4,1_squeezenet1_0-16,2_vgg11-4
mps-uncap,0.8,8.263349533081055,3.2634735107421875,1.9981861114501953
mps-uncap,0.9,8.47625732421875,3.485441207885742,2.016782760620117
mps-uncap,1.0,8.751869201660156,3.699064254760742,2.261638641357422
mps-uncap,0.5,8.514404296875,3.2286643981933594,1.9762516021728516
mps-uncap,0.6,8.568763732910156,3.233194351196289,1.9786357879638672
mps-uncap,0.7,8.486509323120117,3.2389163970947266,1.9762516021728516
mps-uncap,0.1,8.531808853149414,4.28462028503418,2.2630691528320312
mps-uncap,0.2,8.806467056274414,3.823518753051758,1.995086669921875
mps-uncap,0.3,8.44883918762207,3.2596588134765625,1.9793510437011719
mps-uncap,0.4,8.544683456420898,3.246307373046875,1.9698143005371094
