mode,load,0_inception_v3-4,1_squeezenet1_0-16,2_vgg11-4
mps-uncap,0.8,122.88475036621094,133.0111026763916,77.301025390625
mps-uncap,0.9,3095.9203243255615,366.5919303894043,207.5784206390381
mps-uncap,1.0,10669.897556304932,4226.75895690918,5140.03586769104
mps-uncap,0.5,42.48404502868652,28.594017028808594,22.10259437561035
mps-uncap,0.6,47.5466251373291,30.859708786010742,27.294635772705078
mps-uncap,0.7,99.87735748291016,76.97725296020508,34.79814529418945
mps-uncap,0.1,17.4105167388916,7.941722869873047,11.116981506347656
mps-uncap,0.2,35.538673400878906,12.781858444213867,6.821632385253906
mps-uncap,0.3,35.18414497375488,19.185543060302734,8.03232192993164
mps-uncap,0.4,37.537336349487305,28.113842010498047,14.409780502319336
