mode,load,0_inception_v3-4,1_squeezenet1_0-16,2_vgg11-4
mps-uncap,0.8,12.639045715332031,5.947589874267578,3.6858320236206055
mps-uncap,0.9,17.436504364013672,5.8155059814453125,4.0100812911987305
mps-uncap,1.0,17.926454544067383,5.87773323059082,4.071950912475586
mps-uncap,0.5,10.451555252075195,4.80341911315918,2.616405487060547
mps-uncap,0.6,10.576486587524414,4.9391984939575195,2.838611602783203
mps-uncap,0.7,10.753393173217773,5.440235137939453,3.322601318359375
mps-uncap,0.1,18.883943557739258,4.513144493103027,2.317190170288086
mps-uncap,0.2,15.963196754455566,4.5223236083984375,2.3081302642822266
mps-uncap,0.3,15.004396438598633,4.554033279418945,2.361774444580078
mps-uncap,0.4,11.275768280029297,4.643678665161133,2.5637149810791016
