mode,load,0_inception_v3-4,1_squeezenet1_0-16,2_vgg11-4
mps-uncap,0.8,8.405923843383789,3.2968521118164062,2.017498016357422
mps-uncap,0.9,8.859872817993164,3.5812854766845703,2.300262451171875
mps-uncap,1.0,10.222673416137695,4.297494888305664,2.2737979888916016
mps-uncap,0.5,8.56471061706543,3.2460689544677734,1.9922256469726562
mps-uncap,0.6,8.624076843261719,3.257274627685547,1.992940902709961
mps-uncap,0.7,8.52203369140625,3.2606124877929688,1.9984245300292969
mps-uncap,0.1,9.331703186035156,4.296541213989258,2.2783279418945312
mps-uncap,0.2,8.819341659545898,3.851175308227539,2.031087875366211
mps-uncap,0.3,8.616447448730469,3.280162811279297,1.9910335540771484
mps-uncap,0.4,8.564949035644531,3.264188766479492,1.9898414611816406
