mode,load,0_inception_v3-4,1_squeezenet1_0-16,2_vgg11-4
mps-uncap,0.8,54.53853607177734,52.071690559387214,22.74479866027832
mps-uncap,0.9,2871.8528747558594,169.7202205657959,88.86437416076666
mps-uncap,1.0,9782.85403251648,3676.1347770690927,4751.76682472229
mps-uncap,0.5,21.81286811828613,12.905120849609375,7.156229019165039
mps-uncap,0.6,26.53217315673828,13.853883743286131,8.048105239868168
mps-uncap,0.7,27.83417701721192,23.404741287231445,12.045478820800781
mps-uncap,0.1,20.339250564575195,6.62059783935547,3.841114044189453
mps-uncap,0.2,24.591112136840827,7.572698593139651,4.496622085571288
mps-uncap,0.3,25.849437713623054,8.984565734863283,5.0258636474609375
mps-uncap,0.4,22.266530990600593,10.47847270965576,5.821466445922852
