mode,load,0_inception_v3-4,1_squeezenet1_0-16,2_vgg11-4
mps-uncap,0.8,15.482473373413086,7.1666955947875985,4.563570022583008
mps-uncap,0.9,18.89824867248535,6.2713623046875,4.689288139343263
mps-uncap,1.0,19.121503829956055,6.259346008300782,4.700660705566406
mps-uncap,0.5,13.704442977905273,7.01451301574707,4.328012466430664
mps-uncap,0.6,14.689445495605469,6.450343132019043,4.366254806518555
mps-uncap,0.7,13.902330398559572,7.162165641784668,4.421281814575195
mps-uncap,0.1,19.826412200927734,6.275081634521485,3.3394813537597656
mps-uncap,0.2,20.23918628692627,6.341075897216797,3.8086891174316406
mps-uncap,0.3,18.1666374206543,6.502294540405273,4.047012329101562
mps-uncap,0.4,16.028523445129395,6.32174015045166,4.276752471923828
