mode,load,0_densenet121-32,1_mobilenet_v2-32,2_mobilenet_v3_large-2,3_squeezenet1_0-8
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.00858306884765625,0.0030994415283203125
