mode,load,0_densenet169-32,1_efficientnet_b6-4,2_mobilenet_v3_large-2
mps-uncap,0.8,540.9132480621342,632.8023433685303,4111.8777441978455
mps-uncap,0.9,516.0672354698181,1510.969638824462,15013.412358760832
mps-uncap,1.0,5327.926814556123,10622.719707489014,20389.787559509277
mps-uncap,0.5,102.34142541885386,74.96741294860843,26.60889387130725
mps-uncap,0.6,123.60993623733502,90.81315994262694,44.56101417541505
mps-uncap,0.7,236.41057014465326,201.32733345031724,470.5696392059326
mps-uncap,0.1,33.5240650177002,19.301624298095668,15.547389984130842
mps-uncap,0.2,31.46748065948485,27.406909465789795,17.025594711303718
mps-uncap,0.3,47.04583168029786,31.296091079711896,16.69383049011238
mps-uncap,0.4,71.53831005096436,39.20452594757086,22.0070314407348
