mode,load,0_densenet169-32,1_efficientnet_b6-4,2_mobilenet_v3_large-2
mps-uncap,0.8,965.4430631841124,155.0564800135127,357.7780805168374
mps-uncap,0.9,1016.0071195791637,166.01999360687603,327.5606388579456
mps-uncap,1.0,1088.0257412406597,163.18082911710994,322.08417190650044
mps-uncap,0.5,561.3048724124329,95.22638633766586,236.53440901329282
mps-uncap,0.6,679.8608023075491,114.30670081167452,287.4600283980204
mps-uncap,0.7,794.7668108826604,132.74879810037655,340.62592951281977
mps-uncap,0.1,103.02456841340637,18.81124607713606,46.82898650815774
mps-uncap,0.2,239.04357955669974,36.42853587419612,95.65254526110341
mps-uncap,0.3,340.0331546865642,58.56043192653747,142.0664580710277
mps-uncap,0.4,467.42696693232324,74.98532862722995,194.5893112580026
