mode,load,0_densenet169-32,1_efficientnet_b6-4,2_mobilenet_v3_large-2
mps-uncap,0.8,23.72455596923828,17.594575881958008,4.909753799438477
mps-uncap,0.9,23.642301559448242,17.710208892822266,4.93931770324707
mps-uncap,1.0,27.65941619873047,25.487184524536133,5.243539810180664
mps-uncap,0.5,21.817684173583984,17.35067367553711,4.847288131713867
mps-uncap,0.6,22.46689796447754,17.272233963012695,4.799127578735352
mps-uncap,0.7,22.439002990722656,17.147302627563477,4.897832870483398
mps-uncap,0.1,22.095203399658203,17.969131469726562,5.127429962158203
mps-uncap,0.2,21.93737030029297,17.46511459350586,4.909992218017578
mps-uncap,0.3,21.733522415161133,17.230749130249023,4.832983016967773
mps-uncap,0.4,21.80004119873047,17.245769500732422,4.823446273803711
