mode,load,0_densenet169-32,1_efficientnet_b6-4,2_mobilenet_v3_large-2
mps-uncap,0.8,0.012636184692382812,0.010728836059570312,0.012159347534179688
mps-uncap,0.9,0.012874603271484375,0.013589859008789062,0.013828277587890625
mps-uncap,1.0,0.016450881958007812,0.025987625122070312,0.015020370483398438
mps-uncap,0.5,0.01239776611328125,0.010967254638671875,0.0095367431640625
mps-uncap,0.6,0.01239776611328125,0.012636184692382812,0.0095367431640625
mps-uncap,0.7,0.010728836059570312,0.012636184692382812,0.010251998901367188
mps-uncap,0.1,0.012636184692382812,0.013589859008789062,0.01430511474609375
mps-uncap,0.2,0.012159347534179688,0.012636184692382812,0.011682510375976562
mps-uncap,0.3,0.012636184692382812,0.012159347534179688,0.009298324584960938
mps-uncap,0.4,0.011920928955078125,0.01239776611328125,0.009775161743164062
