mode,load,0_densenet169-32,1_efficientnet_b6-4,2_mobilenet_v3_large-2
mps-uncap,0.8,382.4193477630615,472.37181663513184,3847.2267389297485
mps-uncap,0.9,388.3512258529663,1279.6714305877686,13851.318740844727
mps-uncap,1.0,4211.956071853638,10108.725786209106,18315.838956832886
mps-uncap,0.5,69.90718841552734,57.1986675262451,18.720722198486328
mps-uncap,0.6,85.48963069915771,67.89875030517578,29.14016246795655
mps-uncap,0.7,122.31235504150392,110.90455055236815,370.39856910705566
mps-uncap,0.1,37.978458404541016,32.35321044921874,16.94200038909913
mps-uncap,0.2,38.56635093688965,31.6807746887207,15.082502365112306
mps-uncap,0.3,49.42276477813722,33.937883377075195,13.346195220947266
mps-uncap,0.4,61.61751747131352,40.22479057312012,15.401601791381836
