mode,load,0_densenet169-32,1_efficientnet_b6-4,2_mobilenet_v3_large-2
mps-uncap,0.8,30.350685119628906,24.768352508544922,4.935741424560547
mps-uncap,0.9,28.70500087738037,25.31123161315918,5.184531211853027
mps-uncap,1.0,28.848767280578613,25.35533905029297,5.265235900878906
mps-uncap,0.5,28.29611301422119,18.91016960144043,5.017995834350586
mps-uncap,0.6,29.19173240661621,20.614266395568848,4.956722259521484
mps-uncap,0.7,28.13124656677246,22.986769676208496,5.042672157287598
mps-uncap,0.1,26.026248931884766,20.891904830932617,10.402679443359375
mps-uncap,0.2,24.741649627685547,19.45209503173828,6.899595260620117
mps-uncap,0.3,25.594234466552734,19.095420837402344,5.45811653137207
mps-uncap,0.4,27.336835861206055,18.468856811523438,5.0678253173828125
