mode,load,0_densenet201-32,1_densenet201-32
mig,0.1,0.0661611557006836,0.06437301635742188
mig,0.2,0.06270408630371094,0.06580352783203125
mig,0.3,0.06198883056640625,0.06532669067382812
mig,0.4,0.06175041198730469,0.064849853515625
mig,0.5,0.06985664367675781,0.06949901580810547
mig,0.6,11.195659637451172,13.211369514465332
mig,0.7,20.340323448181152,25.530099868774414
mig,0.8,45.59755325317383,52.44743824005127
mig,0.9,106.60529136657715,109.32588577270508
mig,1.0,175.7206916809082,784.555196762085
