mode,load,0_densenet201-32,1_densenet201-32
mig,0.1,76.63656843975714,62.96772072662199
mig,0.2,164.73076609267062,139.0826201752531
mig,0.3,236.41595644421372,192.6623320385346
mig,0.4,276.7962416527726,246.05428014962808
mig,0.5,397.7850814253326,340.5741865936618
mig,0.6,457.7413161967472,381.0257284182728
mig,0.7,507.4520942671341,437.1164062069795
mig,0.8,632.8277386063677,544.0768471222359
mig,0.9,683.3195622953989,586.2579260219125
mig,1.0,727.5191173192368,659.5204192889472
