mode,load,0_densenet201-32,1_densenet201-32
mig,0.1,0.023365020751953125,0.024080276489257812
mig,0.2,0.017404556274414062,0.015497207641601562
mig,0.3,0.015735626220703125,0.020265579223632812
mig,0.4,0.015497207641601562,0.015497207641601562
mig,0.5,0.015497207641601562,0.0171661376953125
mig,0.6,0.015735626220703125,0.017404556274414062
mig,0.7,0.015974044799804688,0.016689300537109375
mig,0.8,0.013828277587890625,0.016689300537109375
mig,0.9,0.015735626220703125,0.015974044799804688
mig,1.0,0.015974044799804688,0.017881393432617188
