mode,load,0_inception_v3-32,1_squeezenet1_0-2,2_vgg19-16
mps-uncap,0.8,24.396777153015137,4.030704498291016,11.983871459960938
mps-uncap,0.9,41.18490219116211,6.728410720825195,13.065338134765625
mps-uncap,1.0,45.00532150268555,7.120251655578613,13.321638107299805
mps-uncap,0.5,13.478517532348633,2.5484561920166016,11.108875274658203
mps-uncap,0.6,17.45009422302246,2.6979446411132812,11.322736740112305
mps-uncap,0.7,20.7517147064209,3.1991004943847656,11.649131774902344
mps-uncap,0.1,12.427091598510742,2.7670860290527344,10.77580451965332
mps-uncap,0.2,12.497663497924805,2.7958154678344727,10.789155960083008
mps-uncap,0.3,12.049555778503418,2.699136734008789,10.842561721801758
mps-uncap,0.4,12.63570785522461,2.765655517578125,10.905742645263672
