mode,load,0_inception_v3-32,1_squeezenet1_0-2,2_vgg19-16
mps-uncap,0.8,0.06031990051269531,0.051021575927734375,7.998943328857422
mps-uncap,0.9,28.5646915435791,8.19087028503418,34.10196304321289
mps-uncap,1.0,130.51867485046387,50.47869682312012,251.9376277923584
mps-uncap,0.5,0.05888938903808594,0.04410743713378906,0.04744529724121094
mps-uncap,0.6,0.05602836608886719,0.04220008850097656,0.060439109802246094
mps-uncap,0.7,0.057220458984375,0.043392181396484375,5.0830841064453125
mps-uncap,0.1,0.06365776062011719,0.055909156799316406,0.05817413330078125
mps-uncap,0.2,0.05888938903808594,0.05030632019042969,0.057220458984375
mps-uncap,0.3,0.05841255187988281,0.04601478576660156,0.05459785461425781
mps-uncap,0.4,0.062465667724609375,0.0457763671875,0.05125999450683594
