mode,load,0_inception_v3-32,1_squeezenet1_0-2,2_vgg19-16
mps-uncap,0.8,42.241573333740234,9.175801277160646,14.424467086791992
mps-uncap,0.9,43.55025291442871,10.539531707763672,15.211343765258789
mps-uncap,1.0,47.82867431640625,10.367155075073242,15.156722068786621
mps-uncap,0.5,36.22093200683595,7.342052459716797,13.281917572021486
mps-uncap,0.6,38.695478439331055,7.875776290893555,13.6338472366333
mps-uncap,0.7,41.12448692321777,8.571147918701172,14.02716636657715
mps-uncap,0.1,15.419530868530272,3.363966941833496,11.006712913513184
mps-uncap,0.2,20.052194595336914,4.68289852142334,11.163854598999023
mps-uncap,0.3,21.404695510864254,5.94477653503418,11.844587326049805
mps-uncap,0.4,29.194355010986328,6.841516494750977,12.48636245727539
