mode,load,0_inception_v3-32,1_squeezenet1_0-2,2_vgg19-16
mps-uncap,0.8,95.72243690490725,39.46846008300779,95.04142761230453
mps-uncap,0.9,229.1878414154053,140.81161022186325,294.1680431365964
mps-uncap,1.0,743.6305904388429,640.1607418060304,657.2594332695005
mps-uncap,0.5,63.18685531616211,10.355138778686525,30.69938659667968
mps-uncap,0.6,47.94739246368408,15.081496238708501,38.955247402191105
mps-uncap,0.7,140.64898490905773,23.388838768005385,49.09142494201661
mps-uncap,0.1,3.1850004196167037,2.0276308059692414,9.398186206817625
mps-uncap,0.2,10.566496849060028,3.7679910659789972,13.175401687622065
mps-uncap,0.3,15.534188747406004,5.403690338134767,23.32831859588623
mps-uncap,0.4,30.223264694213846,7.18432903289795,29.59620475769047
