mode,load,0_inception_v3-32,1_squeezenet1_0-2,2_vgg19-16
mps-uncap,0.8,46.980857849121094,14.002323150634766,16.44444465637207
mps-uncap,0.9,48.311710357666016,14.160871505737305,16.549348831176758
mps-uncap,1.0,50.637245178222656,13.823986053466797,17.020463943481445
mps-uncap,0.5,43.332815170288086,13.344764709472656,15.767097473144531
mps-uncap,0.6,44.74306106567383,13.722896575927734,16.061067581176758
mps-uncap,0.7,44.97528076171875,13.69023323059082,16.02482795715332
mps-uncap,0.1,29.018640518188477,9.858131408691406,14.615535736083984
mps-uncap,0.2,37.09292411804199,11.925458908081055,14.561891555786133
mps-uncap,0.3,42.093753814697266,12.970447540283203,15.038490295410156
mps-uncap,0.4,46.0507869720459,12.352943420410156,14.820098876953125
