mode,load,0_inception_v3-32,1_squeezenet1_0-2,2_vgg19-16
mps-uncap,0.8,34.21294689178467,6.807923316955566,20.149707794189453
mps-uncap,0.9,65.05680084228516,15.234231948852539,47.61314392089844
mps-uncap,1.0,173.98571968078613,57.75117874145508,265.4097080230713
mps-uncap,0.5,18.63729953765869,2.948760986328125,12.098550796508789
mps-uncap,0.6,20.29252052307129,3.942251205444336,13.721227645874023
mps-uncap,0.7,26.670455932617188,5.252480506896973,16.948461532592773
mps-uncap,0.1,12.648820877075195,2.835392951965332,10.841131210327148
mps-uncap,0.2,12.730598449707031,2.890944480895996,10.868072509765625
mps-uncap,0.3,12.437701225280762,2.869129180908203,11.027812957763672
mps-uncap,0.4,14.615297317504883,2.9401779174804688,11.162996292114258
