mode,load,0_inception_v3-32,1_squeezenet1_0-2,2_vgg19-16
mps-uncap,0.8,533.4901325213409,202.94108835497318,872.2819915157072
mps-uncap,0.9,656.3566648928072,225.8568857899468,1059.238659031843
mps-uncap,1.0,661.126227753639,257.7950570149642,1134.797194454481
mps-uncap,0.5,349.5019569905618,129.82070800035999,580.9928594588644
mps-uncap,0.6,422.40417295756566,147.14184542530498,665.1233925584448
mps-uncap,0.7,463.1104808775916,177.11627813860264,783.9672155486994
mps-uncap,0.1,70.5199588425201,25.52673350471534,117.89499058251076
mps-uncap,0.2,125.04547765219743,50.516213849823586,226.0297122166595
mps-uncap,0.3,208.70491789277852,79.53581119364978,350.4922492036579
mps-uncap,0.4,261.1136065080297,102.4326722388248,462.90565990960937
