mode,load,0_inception_v3-32,1_squeezenet1_0-2,2_vgg19-16
mps-uncap,0.8,10.443687438964844,1.0139942169189453,10.723114013671875
mps-uncap,0.9,10.541677474975586,0.9813308715820312,10.780096054077148
mps-uncap,1.0,10.73765754699707,0.9853839874267578,10.777950286865234
mps-uncap,0.5,10.436058044433594,0.9820461273193359,10.705232620239258
mps-uncap,0.6,10.428667068481445,1.0180473327636719,10.725975036621094
mps-uncap,0.7,10.445356369018555,0.98419189453125,10.697364807128906
mps-uncap,0.1,10.485172271728516,1.0085105895996094,10.675191879272461
mps-uncap,0.2,10.438203811645508,1.0440349578857422,10.708093643188477
mps-uncap,0.3,10.443449020385742,1.0154247283935547,10.660409927368164
mps-uncap,0.4,10.439872741699219,1.0218620300292969,10.663986206054688
