mode,load,0_densenet121-32,1_resnet152-8,2_squeezenet1_0-2
mps-uncap,0.6,73.44107627868654,66.22247695922853,49.51377868652344
mig,0.6,170.35769462585444,122.00113296508786,9.83865022659302
mps-uncap,0.7,110.25384902954107,94.69811439514172,99.39826965332037
mig,0.7,239.98123168945312,201.12991571426429,13.047544956207279
mps-uncap,0.8,99.3423080444336,197.28825807571337,8667.37859964371
mig,0.8,298.353040218352,323.3102416992187,20.035095214843757
mps-uncap,0.9,157.6636791229249,179.61870193481423,23351.588077545166
mig,0.9,1026.3107681274414,554.6713495254515,37.41700172424316
mps-uncap,1.0,189.539484977722,352.7636885643005,34773.715398311615
mig,1.0,1706.6260242462151,1840.9294199943542,891.4218544960022
mps-uncap,1.1,335.1362323760986,1854.2136883735657,39500.09074687958
mig,1.1,6525.118463039398,7871.922593116759,7082.064700126647
mps-uncap,1.2,447.0323133468628,10110.850992202759,52656.05628013611
mig,1.2,15517.957000732422,14369.600558280945,13930.784015655518
mps-uncap,1.3,3751.2305784225464,19123.341550827026,50505.88318824768
mig,1.3,22247.83155441284,21238.26252937317,21127.57594108582
