mode,load,0_densenet121-32,1_resnet152-8,2_squeezenet1_0-2
mps-uncap,0.6,23.630142211914094,20.555257797241214,18.137311935424805
mig,0.6,74.68223571777344,48.942399024963386,3.7247180938720716
mps-uncap,0.7,38.20438385009766,29.047441482543952,36.70945167541504
mig,0.7,104.14810180664062,83.18154811859131,5.427098274230956
mps-uncap,0.8,35.984468460083,55.101203918457045,8063.083219528199
mig,0.8,142.17805862426758,117.76652336120603,8.670425415039062
mps-uncap,0.9,68.9547061920166,80.62736988067628,21058.235120773315
mig,0.9,519.5933341979976,354.9830436706543,17.25554466247559
mps-uncap,1.0,94.66996192932127,176.44596099853516,31959.58516597748
mig,1.0,1438.3114814758299,1388.7786149978638,835.7726335525513
mps-uncap,1.1,189.1198635101318,1587.7880096435547,35974.64671134949
mig,1.1,5658.909988403319,7048.921537399292,6491.781854629517
mps-uncap,1.2,320.6593036651611,9110.28983592987,47799.49941635132
mig,1.2,14234.19816493988,13277.063608169556,12678.526782989507
mps-uncap,1.3,3442.4359798431396,17310.268211364746,45727.12211608889
mig,1.3,20302.96483039856,19312.626123428345,19105.68382740021
