mode,load,0_densenet121-32,1_resnet152-8,2_squeezenet1_0-2
mps-uncap,0.6,0.026464462280273438,0.022649765014648438,3.0517578125
mig,0.6,12.670040130615234,8.332967758178711,0.7597208023071289
mps-uncap,0.7,0.3762245178222656,0.0286102294921875,7.94219970703125
mig,0.7,25.886058807373047,18.87834072113037,1.3235807418823242
mps-uncap,0.8,3.392457962036133,8.932352066040039,4022.1081972122192
mig,0.8,39.3143892288208,31.48627281188965,2.1910667419433594
mps-uncap,0.9,14.314889907836914,16.29793643951416,10859.263896942139
mig,0.9,117.51818656921387,106.85157775878906,4.397869110107422
mps-uncap,1.0,20.85709571838379,38.03539276123047,17411.224126815796
mig,1.0,595.4513549804688,806.8287372589111,445.0737237930298
mps-uncap,1.1,61.300039291381836,1037.7740859985352,19937.681674957275
mig,1.1,3044.791102409363,5451.3972997665405,3556.461453437805
mps-uncap,1.2,103.0881404876709,5835.526823997498,26539.5085811615
mig,1.2,7709.321975708008,6394.66667175293,6989.9046421051025
mps-uncap,1.3,2270.995855331421,10343.488216400146,25215.558290481567
mig,1.3,10886.472702026367,10273.472309112549,10409.691452980042
