mode,load,0_densenet121-32,1_resnet152-8,2_squeezenet1_0-2
mps-uncap,0.6,45.40643692016602,40.366339683532715,20.76630592346192
mig,0.6,107.10940361022948,75.1959800720215,5.549836158752441
mps-uncap,0.7,62.61963844299318,49.967336654663086,39.121627807617195
mig,0.7,137.19034194946286,109.06593799591064,7.2424888610839835
mps-uncap,0.8,59.43427085876465,76.92105770111087,8065.096187591554
mig,0.8,175.38559436798096,144.04706954956052,10.484361648559574
mps-uncap,0.9,92.41223335266113,102.96812057495123,21060.054445266724
mig,0.9,551.7149925231929,380.929708480835,19.063234329223633
mps-uncap,1.0,118.56818199157715,199.97932910919192,31964.58685398102
mig,1.0,1471.708536148071,1414.8630142211916,837.658166885376
mps-uncap,1.1,215.0372982025146,1608.560562133789,35977.02622413635
mig,1.1,5691.42632484436,7074.96600151062,6493.531775474548
mps-uncap,1.2,344.84992027282715,9138.42396736145,47804.59299087525
mig,1.2,14266.745471954346,13303.244829177856,12680.363368988044
mps-uncap,1.3,3468.523406982422,17335.914611816406,45732.44600296022
mig,1.3,20337.940502166748,19338.76895904541,19107.63645172119
