mode,load,0_densenet121-32,1_resnet152-8,2_squeezenet1_0-2
mps-uncap,0.6,50.692167282104506,49.17324066162113,46.97374343872071
mig,0.6,137.84529685974113,95.68592309951782,8.00758838653566
mps-uncap,0.7,87.42471694946313,71.3001155853272,97.30546474456789
mig,0.7,206.6161108016969,175.29851436615027,11.237158775329593
mps-uncap,0.8,74.85472679138184,174.31893587112373,8665.257518291473
mig,0.8,265.90254306793094,297.43888854980463,18.226919174194336
mps-uncap,0.9,132.90591239929208,155.63795804977414,23349.524936676025
mig,0.9,993.9500141143799,527.9901218414306,35.637493133544915
mps-uncap,1.0,165.57119369506833,329.9868178367613,34771.951751708984
mig,1.0,1673.9777088165276,1814.4163942337036,889.5997405052185
mps-uncap,1.1,309.22113895416254,1832.5402450561526,39497.63234138489
mig,1.1,6492.695448398591,7845.866997241974,7080.210399627685
mps-uncap,1.2,422.6262044906616,10088.37640285492,52651.69952392578
mig,1.2,15485.630791187286,14343.397974967957,13929.003529548643
mps-uncap,1.3,3725.2730083465576,19097.948455810547,50503.59927177429
mig,1.3,22215.542135238647,21212.22731590271,21125.70775985718
