mode,load,0_densenet121-32,1_resnet152-8,2_squeezenet1_0-2
mps-uncap,0.6,24.63822364807129,26.114654541015625,3.3579826354980473
mig,0.6,34.63101387023926,27.000784873962402,2.0276784896850586
mps-uncap,0.7,26.745891571044922,26.028156280517578,3.103113174438477
mig,0.7,34.55684185028076,27.060294151306152,1.970529556274414
mps-uncap,0.8,25.213623046874996,26.78365707397461,3.6842823028564453
mig,0.8,34.41154956817627,27.03399658203125,1.9464492797851562
mps-uncap,0.9,25.086641311645508,27.218127250671387,4.046916961669922
mig,0.9,34.29837226867676,27.07667350769043,1.8813610076904297
mps-uncap,1.0,24.983692169189453,27.622008323669434,4.6972274780273455
mig,1.0,34.08527374267578,27.09577083587647,1.905679702758789
mps-uncap,1.1,26.385116577148438,26.532268524169922,5.4160594940185565
mig,1.1,33.019089698791504,26.67369842529297,1.8520355224609375
mps-uncap,1.2,24.878835678100586,27.995800971984863,7.461166381835961
mig,1.2,32.81540870666504,26.40390396118164,1.880645751953125
mps-uncap,1.3,26.265239715576172,26.767635345458984,6.992387771606449
mig,1.3,33.275794982910156,26.846456527709964,1.8985271453857422
