mode,load,0_densenet121-32,1_resnet152-8,2_squeezenet1_0-2
mps-uncap,0.6,27.333736419677734,30.387163162231445,12.028217315673828
mig,0.6,48.76112937927246,39.678335189819336,14.580488204956055
mps-uncap,0.7,29.552459716796875,29.103994369506836,9.656667709350586
mig,0.7,47.33705520629883,39.63136672973633,13.156414031982422
mps-uncap,0.8,29.73484992980957,32.784461975097656,10.435104370117188
mig,0.8,37.48512268066406,29.173851013183594,3.4017562866210938
mps-uncap,0.9,28.886079788208008,32.509803771972656,14.7552490234375
mig,0.9,39.11542892456055,35.88438034057617,10.58340072631836
mps-uncap,1.0,34.84606742858887,33.43367576599121,19.271373748779297
mig,1.0,39.206743240356445,35.43543815612793,9.321928024291992
mps-uncap,1.1,32.68766403198242,33.785343170166016,22.417783737182617
mig,1.1,41.05210304260254,35.10928153991699,7.534503936767578
mps-uncap,1.2,34.63339805603027,37.505149841308594,23.00095558166504
mig,1.2,42.38581657409668,41.388511657714844,14.715909957885742
mps-uncap,1.3,37.65153884887695,37.19186782836914,28.872251510620117
mig,1.3,39.18290138244629,35.61735153198242,18.292665481567383
