mode,load,0_efficientnet_b7-8,1_efficientnet_b7-8,2_efficientnet_b7-8,3_efficientnet_b7-8
mig,0.1,48.41041564941406,48.456668853759766,48.46954345703125,96.08173370361328
mig,0.2,48.30360412597656,48.439979553222656,48.48504066467285,96.0073471069336
mig,0.3,48.2940673828125,48.51222038269043,48.53105545043945,95.91984748840332
mig,0.4,48.33984375,48.43020439147949,48.488616943359375,95.98875045776367
mig,0.5,48.28453063964844,48.145294189453125,48.44021797180176,96.00591659545898
mig,0.6,48.3698844909668,48.43592643737793,48.44808578491211,95.99065780639648
mig,0.7,48.303842544555664,48.193931579589844,48.02846908569336,95.7496166229248
mig,0.8,48.3241081237793,48.48814010620117,48.468589782714844,96.02499008178711
mig,0.9,48.33555221557617,48.490285873413086,48.56753349304199,96.07481956481934
mig,1.0,48.332929611206055,48.57444763183594,48.69198799133301,96.44222259521484
