mode,load,0_efficientnet_b7-8,1_efficientnet_b7-8,2_efficientnet_b7-8,3_efficientnet_b7-8
mig,0.1,47.71900177001953,48.09141159057617,48.50316047668457,64.82696533203125
mig,0.2,91.85934066772461,93.89567375183105,79.5905590057373,91.50457382202148
mig,0.3,121.37913703918457,158.86664390563965,109.93766784667969,245.35775184631348
mig,0.4,152.30560302734375,132.7357292175293,168.67351531982422,262.8962993621826
mig,0.5,183.23230743408203,244.1549301147461,333.0404758453369,434.3588352203369
mig,0.6,353.58381271362305,231.15015029907227,232.82384872436523,550.5900382995605
mig,0.7,608.2274913787842,333.3747386932373,420.4082489013672,885.0529193878174
mig,0.8,453.11570167541504,650.5866050720215,714.6339416503906,987.7994060516357
mig,0.9,1372.3084926605225,3188.9047622680664,1488.6021614074707,1463.5834693908691
mig,1.0,3808.1071376800537,5035.7935428619385,7648.75864982605,6937.002182006836
