mode,load,0_alexnet-8,1_densenet161-32,2_mobilenet_v2-32,3_mobilenet_v3_small-8
mps-uncap,1.0,0.0040531158447265625,0.000476837158203125,0.000476837158203125,0.0035762786865234375
