mode,load,0_densenet201-4,1_resnet50-8,2_vgg16-4
mps-uncap,0.8,33.4017276763916,24.72209930419922,21.2249755859375
mps-uncap,0.9,40.033578872680664,22.55988121032715,17.299175262451172
mps-uncap,1.0,50.200700759887695,24.43718910217285,16.172170639038086
mps-uncap,0.5,29.561758041381836,20.428895950317383,12.525558471679688
mps-uncap,0.6,32.09543228149414,13.950347900390625,16.002178192138672
mps-uncap,0.7,38.27524185180664,13.080120086669922,7.94219970703125
mps-uncap,0.1,46.32425308227539,13.409614562988281,8.25047492980957
mps-uncap,0.2,37.51873970031738,13.528823852539062,15.688419342041016
mps-uncap,0.3,38.54703903198242,12.531280517578125,12.227058410644531
mps-uncap,0.4,35.02345085144043,18.674135208129883,7.41887092590332
