mode,load,0_densenet201-4,1_resnet50-8,2_vgg16-4
mps-uncap,0.8,24.973750114440918,9.245038032531738,4.886507987976074
mps-uncap,0.9,29.874801635742188,10.261774063110352,5.251407623291016
mps-uncap,1.0,36.197543144226074,10.65969467163086,5.140781402587891
mps-uncap,0.5,21.896719932556152,7.193803787231445,3.806591033935547
mps-uncap,0.6,21.806716918945312,7.107138633728027,4.125356674194336
mps-uncap,0.7,23.674726486206055,7.664680480957031,4.4918060302734375
mps-uncap,0.1,23.14901351928711,10.80620288848877,3.6356449127197266
mps-uncap,0.2,22.4226713180542,10.780811309814453,3.524303436279297
mps-uncap,0.3,22.309541702270508,9.296655654907227,3.4410953521728516
mps-uncap,0.4,22.251367568969727,8.254289627075195,3.7136077880859375
