mode,load,0_densenet121-32,1_efficientnet_b5-32,2_mobilenet_v2-32,3_mobilenet_v3_small-32
mps-uncap,1.0,0.0007152557373046875,0.012874603271484375,0.0007152557373046875,0.01049041748046875
