mode,load,0_densenet121-32,1_efficientnet_b5-32,2_mobilenet_v2-32,3_mobilenet_v3_small-32
mps-uncap,1.0,594.4924576459474,501.9393472781722,1944.4061056293558,1946.6575629828642
